,True Captions,RNN With Dropout Layers,RNN Without Dropout,LogisticDecoder
3293642024_e136b74a55.jpg,"['a body boarder with yellow flippers gets thrown around by a wave', 'a man boogie boarding sails over the wave', 'a man wearing a blue wetsuit is wakeboarding through a big wave', 'a surfer in blue surfs a wave', 'the man is tossed from his boogie board by a large wave']",a surfer rides the water,a scuba diver is wearing a white swimsuit and pink the same boat,a snowboarder does a surfboard on is the surfboard person wave middle in one
3293751136_b0ce285dc3.jpg,"['a couple is sharing a kiss on a cold sunny day', 'a couple kissing on a sidewalk in a city during winter', 'a man in a tan jacket is kissing a girl in a pink jacket on a city street as a yellow taxi passes by', 'teen girl in a parka kissing teen boy in a brown jacket on a snowy street', 'two people in coats kiss on the side of a road']",a teenage girl wearing a black red tank top stands in jeans while a man in a black shirt,a scuba diver biking through a field holding in the water,woman man in a indoor outside outdoor two in an of a
3293751640_d81a6f3a0c.jpg,"['a man is standing in front of a brick storefront wearing a black jacket', 'a man standing on a city street', 'the man is in front of a building', 'young man in warm coat outside storefront', 'young man with cap and buttoned coat stands before building']",a asian girl with a blue shirt holds his eyes,a bearded man with a black woman with an airplane,an older with a standing young woman man black white street
3294830188_e46bd9b93c.jpg,"['a flock of birds fly away with food in their beaks', 'a seagull flies under another with food while three others follow', 'four birds are chasing another bird which has a piece of food in its mouth', 'seagulls fighting over a scrap of bread', 'several birds flying in front of trees']",a lone snowboarder rides a skateboard,a shaggy white dog is running in wet sand with a multicolored bag,the is taking a
3295418287_5d590dac43.jpg,"['a chinese festival', 'men smiles in front of chinese market', 'people gather outdoors at a market', 'several people walk past tents with lanterns set up on the street', 'white tents lined up with red chinese lanterns hanging from them']",a few boys standing in a large village,a bearded man with a black are singing to look in her ear,an people of teenagers at red white in market blue while a in a crowded
3298199743_d8dd8f94a0.jpg,"['a person in a green shirt jumping on a lawn near several other crowds of people', 'a person with a green shirt jumps high over the grass', 'a young boy in a green shirt is jumping', 'a young man wearing a green shirt in jumping in the air', 'young boy jumping in the air with his knees bent and arms spread']",a male jumps over a rock,a blonde haired girl in a white hooded dress that is punching his shirt in a park,a girl in shorts one
3301822808_f2ccff86f4.jpg,"['a cheerleader in a red uniform poses in a parade', 'a dancer posing for the camera in a red and white dress', 'a woman in red and white poses in a parade', 'a woman in red and white standing in the middle of the street', 'a young girl wearing a colorful outfit dancing down the street in a performance']",a redheaded girl wearing a black and yellow coat being a clue tool,a bride slides down a blue and yellow horse in a marathon course,woman group of girls a young a black hat walks and standing red three other
3309082580_7228067ee0.jpg,"['a bicycle racer in full helmet speeds through a dim forest', 'a biker dressed in white rides through the forest', 'a mountain biker wearing white races through a turn', 'a person on a motorbike riding through the woods', 'riding a bike through the woods']",a skeleton stands on a dirt bike houses with outstretched,a photographer does a jump and the ski speeds down a stair lane,person hiker are is the on jump the
3313232606_4ce7e16b87.jpg,"['a group of men in white shirts and dark shorts are running on an athletic field', 'a group of people in matching uniforms jogging around a track', 'a group of soccer players run a lap', 'a team of men jog around orange cones', 'a team of soccer players in white strips are running around cones on a sports field']",a wrestler carrying a young boy in midair is leaning on their bath,a sports competition with a red and yellow striped uniform,five group of girls a the game in the white front a of ball a
3314517351_69d70e62bd.jpg,"['a barechested man surfs on a white surfboard', 'a boy surfs', 'a boy surfs on a wave', 'a man jumps over a wave while riding a surfboard', 'a person on a surfboard in the ocean']",a wet girl with a blue shirt swimming cap and a squirt tooth,a waterskiing girl flying in the water,a girl of is playing the the the surfboard beach across in of of water
3315726723_64c9b0a945.jpg,"['two men wearing wrestling gear with their heads pressed together', 'two wrestlers grab each other by the arms a referee is standing by in the background', 'two wrestlers grasp hands and put heads together', 'wrestlers about to start a match', 'wrestlers locked in competition']",a male jumps over a rock,a surfer doing a bicycle wearing a colourful costume,a with wearing is a red with performing hat is for around his hats with
3318995586_c2bc50b92e.jpg,"['a little girl plays on a toy basketball game', 'man holding a beer throws a basketball where a little girl is playing', 'the baby in the red outfit is sitting in the middle of a basketball arcade game', 'the little girl is sitting under the basket while the man throws the ball', 'there is a man shooting basketballs next to a toddler']",a redheaded girl wearing a black and yellow coat being a clue tool,a construction worker store in a red sash near tall water,two boxers man paddling trying are block does out white yellow move with beads
3319058642_885d756295.jpg,"['two girls clasp hands and pose for a picture', 'two girls holding hands in orange clothes', 'two girls wearing orange outfits hold hands and smile', 'two smiling girls that are holding hands', 'two women wearing orange dresses hold hands']",a few boys standing in a large village,a blond girl with a black and yellow balloon next a restaurant,the girl with is and up beach with tube are smile of
3319388517_5609ae9805.jpg,"['a woman in pink stands in between two women who are taking pictures of something off camera', 'three older women two of which are taking pictures', 'three women tourists take pictures of an object', 'two ladies are taking pictures and one is watching', 'two older females taking pictures with their camera while another older female watches']",a blonde lady with a red black beard with black girl holds something in his hand,a bearded man with a black woman with an airplane,an asian women teenagers a head large dressed white man umbrella
3319405494_58dee86b21.jpg,"['a group of skiers jumping down slopes with the sun directly cast in backgroud', 'two people are going over a skii jump while one looks into the camera', 'two skiers are jumping over a mound of snow underneath bright sunshine', 'two skiers attempt tricks while a third poses behind their jump', 'two skiing people jumping a ramp and a man looking straight ahead']",a climber wearing a red hat is hiking down the snow covered ground,a hiker rides the wall in a snowboard in the snow and attached to a group of people,a group snowboarding four a slope in hill is snowboarding mountains his the
